Mult Type,Signed/Unsigned,Max supported precision (bits),Accumulator width (bits),Activation Precision (bits),Weight Precision (bits),Clock delay (ps),Slack (ps),Cell usage,Area,Leakage Power (nW),Dynamic Power (nW),Total Power (nW)
4x2-bit temporal mult,signed,4,12,4,2,200,0,159,85.156,2823.472,853021.813,855845.285
4x2-bit temporal mult,signed,4,12,4,2,300,0,114,58.303,1437.239,403150.941,404588.180
4x2-bit temporal mult,signed,4,12,4,2,400,50,91,52.134,1183.883,302473.991,303657.874
4x2-bit temporal mult,signed,4,12,4,2,500,94,116,53.646,1298.806,285208.559,286507.365
4x2-bit temporal mult,signed,4,12,4,2,550,139,116,53.646,1335.176,263359.729,264694.905
4x2-bit temporal mult,signed,4,12,4,2,600,182,118,53.888,1338.429,262973.757,264312.187
4x2-bit temporal mult,signed,4,12,4,2,650,232,118,53.888,1338.115,247987.093,249325.208
4x2-bit temporal mult,signed,4,12,4,2,700,282,118,53.888,1337.791,232166.094,233503.885
4x2-bit temporal mult,signed,4,12,4,2,750,332,118,53.888,1336.978,222666.156,224003.134
4x2-bit temporal mult,signed,4,12,4,2,800,382,118,53.888,1337.599,212099.039,213436.637
2x2-bit temporal mult,signed,4,12,2,2,200,0,153,65.076,1655.556,755344.763,757000.320
2x2-bit temporal mult,signed,4,12,2,2,300,1,100,52.678,1207.392,377086.303,378293.695
2x2-bit temporal mult,signed,4,12,2,2,400,52,64,44.876,919.153,261248.886,262168.039
2x2-bit temporal mult,signed,4,12,2,2,500,151,70,45.602,952.604,230422.566,231375.170
2x2-bit temporal mult,signed,4,12,2,2,550,202,64,44.695,913.577,209785.014,210698.592
2x2-bit temporal mult,signed,4,12,2,2,600,252,64,44.695,914.135,197646.986,198561.120
2x2-bit temporal mult,signed,4,12,2,2,650,302,64,44.695,914.918,189709.877,190624.795
2x2-bit temporal mult,signed,4,12,2,2,700,352,64,44.695,913.015,176771.231,177684.246
2x2-bit temporal mult,signed,4,12,2,2,750,402,64,44.695,914.144,169671.615,170585.759
2x2-bit temporal mult,signed,4,12,2,2,800,452,64,44.695,915.072,162664.839,163579.911
4x4-bit temporal mult,signed,4,13,4,4,200,0,263,141.342,4723.580,899245.098,903968.678
4x4-bit temporal mult,signed,4,13,4,4,300,0,163,83.402,2013.552,517883.420,519896.972
4x4-bit temporal mult,signed,4,13,4,4,400,6,109,71.427,1483.700,349644.428,351128.127
4x4-bit temporal mult,signed,4,13,4,4,500,66,151,74.753,1631.810,309320.519,310952.329
4x4-bit temporal mult,signed,4,13,4,4,550,121,143,73.786,1615.302,287703.040,289318.343
4x4-bit temporal mult,signed,4,13,4,4,600,161,145,74.028,1652.593,271952.303,273604.896
4x4-bit temporal mult,signed,4,13,4,4,650,192,148,74.269,1676.286,257406.313,259082.599
4x4-bit temporal mult,signed,4,13,4,4,700,221,151,74.572,1729.493,245575.425,247304.918
4x4-bit temporal mult,signed,4,13,4,4,750,271,151,74.572,1739.442,234998.944,236738.386
4x4-bit temporal mult,signed,4,13,4,4,800,321,151,74.572,1741.777,228181.826,229923.603
4x2-bit temporal mult,signed,4,13,4,2,200,0,159,83.160,2586.275,864095.382,866681.657
4x2-bit temporal mult,signed,4,13,4,2,300,0,126,64.351,1706.814,458186.666,459893.480
4x2-bit temporal mult,signed,4,13,4,2,400,13,128,58.424,1350.098,355110.338,356460.436
4x2-bit temporal mult,signed,4,13,4,2,500,130,97,55.763,1277.520,288966.772,290244.291
4x2-bit temporal mult,signed,4,13,4,2,550,179,97,55.763,1281.138,273563.991,274845.130
4x2-bit temporal mult,signed,4,13,4,2,600,229,97,55.763,1280.588,257568.862,258849.450
4x2-bit temporal mult,signed,4,13,4,2,650,279,97,55.763,1280.599,244934.892,246215.491
4x2-bit temporal mult,signed,4,13,4,2,700,329,97,55.763,1280.355,239563.917,240844.272
4x2-bit temporal mult,signed,4,13,4,2,750,379,97,55.763,1281.058,222133.391,223414.449
4x2-bit temporal mult,signed,4,13,4,2,800,429,97,55.763,1280.297,215955.685,217235.982
2x2-bit temporal mult,signed,4,13,2,2,200,0,138,66.649,1781.989,586111.441,587893.430
2x2-bit temporal mult,signed,4,13,2,2,300,0,112,57.033,1444.955,403736.546,405181.501
2x2-bit temporal mult,signed,4,13,2,2,400,42,75,48.384,1010.461,280912.262,281922.723
2x2-bit temporal mult,signed,4,13,2,2,500,145,75,48.384,1011.842,244715.705,245727.547
2x2-bit temporal mult,signed,4,13,2,2,550,195,75,48.384,1013.968,226660.386,227674.354
2x2-bit temporal mult,signed,4,13,2,2,600,245,75,48.384,1012.685,211022.015,212034.700
2x2-bit temporal mult,signed,4,13,2,2,650,295,75,48.384,1014.387,205377.406,206391.793
2x2-bit temporal mult,signed,4,13,2,2,700,345,75,48.384,1014.244,194393.336,195407.579
2x2-bit temporal mult,signed,4,13,2,2,750,395,75,48.384,1012.681,180985.987,181998.668
2x2-bit temporal mult,signed,4,13,2,2,800,445,75,48.384,1014.718,178729.388,179744.106
4x4-bit temporal mult,signed,4,14,4,4,200,0,302,156.583,5531.147,1394423.143,1399954.291
4x4-bit temporal mult,signed,4,14,4,4,300,0,194,96.526,2466.271,570394.133,572860.404
4x4-bit temporal mult,signed,4,14,4,4,400,2,115,75.842,1608.314,375718.235,377326.548
4x4-bit temporal mult,signed,4,14,4,4,500,38,161,79.047,1747.888,326659.535,328407.423
4x4-bit temporal mult,signed,4,14,4,4,550,79,165,79.773,1771.856,308299.751,310071.607
4x4-bit temporal mult,signed,4,14,4,4,600,154,153,78.080,1720.387,288260.696,289981.083
4x4-bit temporal mult,signed,4,14,4,4,650,190,155,78.322,1779.225,278425.155,280204.380
4x4-bit temporal mult,signed,4,14,4,4,700,218,158,78.443,1797.940,255005.727,256803.667
4x4-bit temporal mult,signed,4,14,4,4,750,248,161,78.805,1864.794,251264.378,253129.173
4x4-bit temporal mult,signed,4,14,4,4,800,295,162,78.987,1888.116,240527.045,242415.161
4x2-bit temporal mult,signed,4,14,4,2,200,0,178,97.070,3204.319,1046789.257,1049993.576
4x2-bit temporal mult,signed,4,14,4,2,300,1,131,64.835,1542.718,457621.529,459164.246
4x2-bit temporal mult,signed,4,14,4,2,400,41,108,59.694,1373.940,349998.553,351372.493
4x2-bit temporal mult,signed,4,14,4,2,500,124,101,59.149,1362.790,307136.460,308499.250
4x2-bit temporal mult,signed,4,14,4,2,550,174,101,59.149,1362.398,293088.778,294451.176
4x2-bit temporal mult,signed,4,14,4,2,600,224,101,59.149,1362.893,276552.518,277915.411
4x2-bit temporal mult,signed,4,14,4,2,650,274,101,59.149,1361.968,268005.460,269367.428
4x2-bit temporal mult,signed,4,14,4,2,700,324,101,59.149,1363.306,245736.958,247100.264
4x2-bit temporal mult,signed,4,14,4,2,750,374,101,59.149,1362.663,239671.242,241033.905
4x2-bit temporal mult,signed,4,14,4,2,800,424,101,59.149,1362.454,226104.613,227467.067
2x2-bit temporal mult,signed,4,14,2,2,200,0,169,75.660,2006.598,809933.499,811940.097
2x2-bit temporal mult,signed,4,14,2,2,300,2,129,62.960,1484.191,434432.762,435916.953
2x2-bit temporal mult,signed,4,14,2,2,400,17,87,52.920,1120.891,308361.785,309482.675
2x2-bit temporal mult,signed,4,14,2,2,500,119,77,51.529,1085.371,257669.234,258754.605
2x2-bit temporal mult,signed,4,14,2,2,550,168,77,51.529,1087.113,244339.781,245426.894
2x2-bit temporal mult,signed,4,14,2,2,600,218,77,51.529,1086.499,232457.094,233543.592
2x2-bit temporal mult,signed,4,14,2,2,650,268,77,51.529,1087.643,224633.367,225721.010
2x2-bit temporal mult,signed,4,14,2,2,700,318,77,51.529,1086.731,204539.905,205626.636
2x2-bit temporal mult,signed,4,14,2,2,750,368,77,51.529,1087.299,193273.407,194360.706
2x2-bit temporal mult,signed,4,14,2,2,800,418,77,51.529,1086.743,189337.105,190423.848
4x4-bit temporal mult,signed,4,15,4,4,200,0,323,181.863,6494.160,1559615.689,1566109.849
4x4-bit temporal mult,signed,4,15,4,4,300,0,228,104.268,2794.137,664498.165,667292.302
4x4-bit temporal mult,signed,4,15,4,4,400,0,133,82.737,1816.596,412696.569,414513.166
4x4-bit temporal mult,signed,4,15,4,4,500,66,114,78.322,1623.797,327394.083,329017.880
4x4-bit temporal mult,signed,4,15,4,4,550,116,114,78.322,1623.437,305374.768,306998.205
4x4-bit temporal mult,signed,4,15,4,4,600,166,114,78.322,1622.238,291970.401,293592.639
4x4-bit temporal mult,signed,4,15,4,4,650,216,114,78.322,1620.659,274051.158,275671.817
4x4-bit temporal mult,signed,4,15,4,4,700,266,114,78.322,1623.069,258299.901,259922.970
4x4-bit temporal mult,signed,4,15,4,4,750,316,114,78.322,1622.748,244950.727,246573.475
4x4-bit temporal mult,signed,4,15,4,4,800,366,114,78.322,1624.847,231414.494,233039.341
4x2-bit temporal mult,signed,4,15,4,2,200,0,189,99.127,3180.599,1118027.693,1121208.291
4x2-bit temporal mult,signed,4,15,4,2,300,0,136,75.540,2076.014,527773.316,529849.330
4x2-bit temporal mult,signed,4,15,4,2,400,0,111,65.379,1549.703,396142.695,397692.399
4x2-bit temporal mult,signed,4,15,4,2,500,49,88,58.847,1289.203,303357.288,304646.491
4x2-bit temporal mult,signed,4,15,4,2,550,99,88,58.847,1291.504,281681.881,282973.385
4x2-bit temporal mult,signed,4,15,4,2,600,149,88,58.847,1292.603,273570.218,274862.821
4x2-bit temporal mult,signed,4,15,4,2,650,199,88,58.847,1292.766,263487.787,264780.553
4x2-bit temporal mult,signed,4,15,4,2,700,249,88,58.847,1291.866,240691.781,241983.647
4x2-bit temporal mult,signed,4,15,4,2,750,299,88,58.847,1292.427,236784.329,238076.756
4x2-bit temporal mult,signed,4,15,4,2,800,349,88,58.847,1292.639,221906.206,223198.845
2x2-bit temporal mult,signed,4,15,2,2,200,0,167,81.467,2300.744,685290.964,687591.708
2x2-bit temporal mult,signed,4,15,2,2,300,0,120,67.193,1617.262,482594.169,484211.431
2x2-bit temporal mult,signed,4,15,2,2,400,0,95,60.057,1349.594,357832.906,359182.500
2x2-bit temporal mult,signed,4,15,2,2,500,56,71,52.980,1090.802,268905.569,269996.371
2x2-bit temporal mult,signed,4,15,2,2,550,106,71,52.980,1093.753,250895.938,251989.691
2x2-bit temporal mult,signed,4,15,2,2,600,156,71,52.980,1093.988,237215.359,238309.347
2x2-bit temporal mult,signed,4,15,2,2,650,206,71,52.980,1094.463,225870.780,226965.244
2x2-bit temporal mult,signed,4,15,2,2,700,256,71,52.980,1093.387,212369.086,213462.473
2x2-bit temporal mult,signed,4,15,2,2,750,306,71,52.980,1093.632,200306.859,201400.491
2x2-bit temporal mult,signed,4,15,2,2,800,356,71,52.980,1094.015,188851.467,189945.482
2x2-bit temporal mult,signed,2,4,2,2,200,41,37,19.293,445.754,172574.234,173019.988
2x2-bit temporal mult,signed,2,4,2,2,300,132,30,17.418,392.515,114465.844,114858.360
2x2-bit temporal mult,signed,2,4,2,2,400,232,30,17.418,391.607,92620.799,93012.407
2x2-bit temporal mult,signed,2,4,2,2,500,332,30,17.418,392.166,78878.437,79270.602
2x2-bit temporal mult,signed,2,4,2,2,550,382,30,17.418,392.100,71682.946,72075.046
2x2-bit temporal mult,signed,2,4,2,2,600,432,30,17.418,392.055,69015.876,69407.931
2x2-bit temporal mult,signed,2,4,2,2,650,482,30,17.418,391.905,63359.874,63751.779
2x2-bit temporal mult,signed,2,4,2,2,700,532,30,17.418,392.074,61101.107,61493.181
2x2-bit temporal mult,signed,2,4,2,2,750,582,30,17.418,391.750,56865.389,57257.139
2x2-bit temporal mult,signed,2,4,2,2,800,632,30,17.418,391.675,52990.477,53382.152
2x2-bit temporal mult,signed,2,5,2,2,200,6,58,25.644,622.150,239822.138,240444.289
2x2-bit temporal mult,signed,2,5,2,2,300,115,36,22.378,503.730,144351.825,144855.555
2x2-bit temporal mult,signed,2,5,2,2,400,204,37,22.438,500.431,118282.947,118783.378
2x2-bit temporal mult,signed,2,5,2,2,500,304,37,22.438,500.858,100136.840,100637.697
2x2-bit temporal mult,signed,2,5,2,2,550,354,37,22.438,499.935,92289.628,92789.562
2x2-bit temporal mult,signed,2,5,2,2,600,404,37,22.438,500.640,87192.486,87693.126
2x2-bit temporal mult,signed,2,5,2,2,650,454,37,22.438,500.251,81149.528,81649.779
2x2-bit temporal mult,signed,2,5,2,2,700,504,37,22.438,500.037,76971.841,77471.877
2x2-bit temporal mult,signed,2,5,2,2,750,554,37,22.438,500.210,72931.070,73431.280
2x2-bit temporal mult,signed,2,5,2,2,800,604,37,22.438,500.404,68739.583,69239.987
2x2-bit temporal mult,signed,2,6,2,2,200,7,74,31.994,774.772,280106.518,280881.290
2x2-bit temporal mult,signed,2,6,2,2,300,96,46,26.551,592.410,168240.989,168833.399
2x2-bit temporal mult,signed,2,6,2,2,400,196,46,26.430,594.224,137241.335,137835.559
2x2-bit temporal mult,signed,2,6,2,2,500,296,45,26.490,609.789,114881.504,115491.293
2x2-bit temporal mult,signed,2,6,2,2,550,346,45,26.490,609.603,106701.093,107310.695
2x2-bit temporal mult,signed,2,6,2,2,600,396,45,26.490,609.292,101742.306,102351.598
2x2-bit temporal mult,signed,2,6,2,2,650,446,45,26.490,610.113,95449.222,96059.335
2x2-bit temporal mult,signed,2,6,2,2,700,496,45,26.490,609.191,87517.033,88126.223
2x2-bit temporal mult,signed,2,6,2,2,750,546,45,26.490,610.136,85134.446,85744.582
2x2-bit temporal mult,signed,2,6,2,2,800,596,45,26.490,609.571,79020.381,79629.952
2x2-bit temporal mult,signed,2,7,2,2,200,0,69,34.957,869.469,297751.711,298621.179
2x2-bit temporal mult,signed,2,7,2,2,300,62,49,29.877,620.111,191699.593,192319.704
2x2-bit temporal mult,signed,2,7,2,2,400,163,48,29.756,643.142,153458.185,154101.326
2x2-bit temporal mult,signed,2,7,2,2,500,263,48,29.756,634.682,130331.042,130965.724
2x2-bit temporal mult,signed,2,7,2,2,550,313,48,29.756,634.388,119007.460,119641.848
2x2-bit temporal mult,signed,2,7,2,2,600,363,48,29.756,633.883,112398.998,113032.881
2x2-bit temporal mult,signed,2,7,2,2,650,413,48,29.756,634.441,106103.851,106738.291
2x2-bit temporal mult,signed,2,7,2,2,700,463,48,29.756,633.926,99697.082,100331.008
2x2-bit temporal mult,signed,2,7,2,2,750,513,48,29.756,633.655,92067.189,92700.844
2x2-bit temporal mult,signed,2,7,2,2,800,563,48,29.756,634.101,90595.858,91229.959
2x2-bit temporal mult,signed,2,8,2,2,200,2,76,39.433,964.587,430947.645,431912.233
2x2-bit temporal mult,signed,2,8,2,2,300,30,53,33.627,722.150,219334.409,220056.559
2x2-bit temporal mult,signed,2,8,2,2,400,143,56,33.566,724.140,176359.812,177083.952
2x2-bit temporal mult,signed,2,8,2,2,500,243,56,33.566,729.182,149290.237,150019.419
2x2-bit temporal mult,signed,2,8,2,2,550,293,56,33.566,728.452,141881.201,142609.653
2x2-bit temporal mult,signed,2,8,2,2,600,343,56,33.566,729.023,132181.969,132910.992
2x2-bit temporal mult,signed,2,8,2,2,650,393,56,33.566,728.911,123967.114,124696.026
2x2-bit temporal mult,signed,2,8,2,2,700,443,56,33.566,727.666,116486.997,117214.662
2x2-bit temporal mult,signed,2,8,2,2,750,493,56,33.566,727.428,111216.803,111944.230
2x2-bit temporal mult,signed,2,8,2,2,800,543,56,33.566,728.808,107507.925,108236.732
2x2-bit temporal mult,signed,2,9,2,2,200,0,146,60.057,1467.006,515910.894,517377.900
2x2-bit temporal mult,signed,2,9,2,2,300,2,96,42.638,948.355,264699.439,265647.793
2x2-bit temporal mult,signed,2,9,2,2,400,123,54,36.348,740.592,197879.861,198620.453
2x2-bit temporal mult,signed,2,9,2,2,500,223,54,36.348,741.255,169494.338,170235.594
2x2-bit temporal mult,signed,2,9,2,2,550,272,54,36.348,741.977,156363.885,157105.863
2x2-bit temporal mult,signed,2,9,2,2,600,322,54,36.348,741.838,145219.558,145961.396
2x2-bit temporal mult,signed,2,9,2,2,650,372,54,36.348,740.965,136940.175,137681.140
2x2-bit temporal mult,signed,2,9,2,2,700,422,54,36.348,740.756,127704.770,128445.525
2x2-bit temporal mult,signed,2,9,2,2,750,472,54,36.348,740.813,123235.409,123976.222
2x2-bit temporal mult,signed,2,9,2,2,800,522,54,36.348,741.742,114953.524,115695.266
2x2-bit temporal mult,signed,2,10,2,2,200,0,145,62.960,1676.579,531659.891,533336.470
2x2-bit temporal mult,signed,2,10,2,2,300,6,72,43.667,906.890,299791.392,300698.282
2x2-bit temporal mult,signed,2,10,2,2,400,98,60,40.280,830.528,219825.507,220656.034
2x2-bit temporal mult,signed,2,10,2,2,500,198,60,40.280,821.579,185545.838,186367.417
2x2-bit temporal mult,signed,2,10,2,2,550,249,60,40.280,836.282,172410.875,173247.157
2x2-bit temporal mult,signed,2,10,2,2,600,299,60,40.280,835.720,163161.225,163996.945
2x2-bit temporal mult,signed,2,10,2,2,650,349,60,40.280,834.947,154268.670,155103.616
2x2-bit temporal mult,signed,2,10,2,2,700,399,60,40.280,834.981,143998.123,144833.104
2x2-bit temporal mult,signed,2,10,2,2,750,449,60,40.280,835.002,137908.827,138743.829
2x2-bit temporal mult,signed,2,10,2,2,800,499,60,40.280,835.057,129024.769,129859.827
2x2-bit temporal mult,signed,2,11,2,2,200,0,145,65.076,1701.832,527551.196,529253.028
2x2-bit temporal mult,signed,2,11,2,2,300,1,97,51.408,1166.290,342076.729,343243.018
2x2-bit temporal mult,signed,2,11,2,2,400,28,107,46.993,1056.905,251630.810,252687.715
2x2-bit temporal mult,signed,2,11,2,2,500,139,98,45.783,1056.882,210781.258,211838.140
2x2-bit temporal mult,signed,2,11,2,2,550,152,102,46.388,1121.290,204104.507,205225.797
2x2-bit temporal mult,signed,2,11,2,2,600,175,105,46.812,1176.432,194718.831,195895.263
2x2-bit temporal mult,signed,2,11,2,2,650,225,105,46.812,1175.842,185918.837,187094.680
2x2-bit temporal mult,signed,2,11,2,2,700,275,105,46.812,1175.186,170952.715,172127.901
2x2-bit temporal mult,signed,2,11,2,2,750,325,105,46.812,1175.403,167502.057,168677.460
2x2-bit temporal mult,signed,2,11,2,2,800,375,105,46.812,1177.282,159782.488,160959.770
